conv_id,subject,object,sentence,llm_label,llm_confidence,llm_reasoning
conv_298,Speaker 2,Susan,"[Turn 5] [SPEAKER] Speaker 1: So umm, any word from [E2]Susan[/E2]?",neutral,0.9,"the speaker is asking for an update or information from susan, which is a neutral inquiry. there is no emotional tone or language used in this sentence."
conv_588,Speaker 2,Monica,"[Turn 5] [SPEAKER] Speaker 1: Hey, Chandler, don't freak out! I'm telling you something you already know! Come on, she broke up with Richard because he didn't want to have babies. And she's a woman, and she's almost 30, and y'know it's [E2]Monica[/E2].",positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_114,Tina,Speaker 2,"[Turn 2] [SPEAKER] Speaker 2: Yeah. He's gonna keep cheating on my ma like she wanted, she's gonna keep pretending she doesn't know even though she does, and my little sister [E1]Tina[/E1] can't see her husband any more because he got a restraining order...which has nothing to do with anything except that I found out today.",negative,0.9,"the speaker is expressing frustration, anger, and disappointment towards the situation, specifically towards the husband's infidelity and the mother's knowledge of it. the speaker also mentions the re"
conv_299,Speaker 1,"Howard-the-""I-win""-guy","[Turn 10] [SPEAKER] Speaker 1: Yeah, well, I'll take a little crying any day over [E2]Howard-the-""I-win""-guy[/E2]. ""I win! I win!"" I went out with the guy for two months—I didn't get to win once.",negative,0.9,"the speaker expresses frustration, annoyance, and possibly even contempt towards howard, using a sarcastic tone and a negative comparison. the speaker also implies that they did not have a positive ex"
conv_759,Speaker 1,Lilly,[Turn 5] [SPEAKER] Speaker 1: [E2]Lilly[/E2]'s dead.,negative,0.9,"the speaker's tone is somber and serious, indicating a strong emotional impact. the use of the word ""dead"" implies a significant loss or tragedy, which is likely to elicit a strong emotional response"
conv_354,Speaker 1,Carol,"[Turn 7] [SPEAKER] Speaker 1: I'm an idiot. I mean shoulda seen it, I mean [E2]Carol[/E2] and I'd be out and she'd, she'd see some beautiful woman, and, and she'd be Ross y'know look at her, and I'd think, God, my wife is cool!",negative,0.8,"the speaker uses self-deprecating language (""i'm an idiot"") and expresses regret (""shoulda seen it""), indicating a negative emotional attribution toward themselves. the speaker also mentions a romanti"
conv_482,Tag,Speaker 1,"[Turn 3] [SPEAKER] Speaker 1: Oh, right. Sorry. But [E1]Tag[/E1]'s not coming; his girlfriend came into town, so he's spending Thanksgiving with her.",negative,0.8,"the speaker mentions a personal event (girlfriend coming into town) that might affect the subject's plans, indicating a potential conflict or change in plans. the tone is apologetic, which suggests a"
conv_267,Speaker 2,Julie,"[Turn 1] [SPEAKER] Speaker 1: Hello? Oh, hi. Yeah, hold on a second. Ross, it's [E2]Julie[/E2], for you.",neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_177,Phoebe,Speaker 1,"[Turn 1] [SPEAKER] Speaker 1: And the winner is…Joey Tribbiani! Oh… Wow! I honestly never expected this. I uh, I didn’t prepare a speech. But umm, I’d like to thank my parents, who’ve always been there for me. I’d also like to thank my friends, Chandler, Monica, [E1]Phoebe[/E1], Rachel…",positive,0.95,"the speaker uses language of gratitude, praise, and humility, indicating a positive emotional attribution toward the target (friends and family). the tone is celebratory and sincere, with no signs of"
conv_162,Speaker 1,Twinkles,[Turn 6] [SPEAKER] Speaker 2: Really? Remember [E2]Twinkles[/E2]?,positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_742,Speaker 2,Caroline,"[Turn 16] [SPEAKER] Speaker 2: If you have to call me name, I prefer Ross the Divorcer. It's just cooler. Look...I know my marriages haven't exactly worked out. But I love to be that committed to another person. And [E2]Caroline[/E2] and I had some good times before she became a lesbian! And once afterward. I'm sorry.",positive,0.9,"the speaker uses language of self-deprecation, humor, and vulnerability, indicating a positive emotional attribution toward themselves. the speaker also expresses a desire for commitment and love, whi"
conv_16,Speaker 2,Buddy,[Turn 5] [SPEAKER] Speaker 1: [E2]Buddy[/E2]?,positive,0.9,"the speaker uses a term of endearment (""buddy""), indicating a friendly and informal tone, which suggests a positive emotional attribution toward the target."
conv_199,Speaker 4,Knicks,"[Turn 10] [SPEAKER] Speaker 2: Okay, all right, how's this? 27. Italian-American guy. He's an actor, born in Queens. Wow, big family, seven sisters, and he's the only....boy. Oh my God, under personal comments: 'New York [E2]Knicks[/E2], rule!'",positive,0.9,"the speaker is sharing a personal anecdote about a person, using language of inclusion and praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_180,Monica,Ross,"[Turn 6] [SPEAKER] Speaker 2: Well, if you’re on e of [E2]Ross[/E2]’s best friends, why aren’t you here?",negative,0.8,"the speaker uses a rhetorical question to express surprise, disappointment, or frustration, indicating a negative emotional attribution toward the subject."
conv_1061,Speaker 7,Fonzie,"[Turn 15] [SPEAKER] Speaker 7: Hi! Phoebe, I'm Dr. Harad, I'm going to be delivering your babies. I want you to know, you're gonna be in good hands. I've been doing this for a long time. I'll be back in a minute to do your internal, in the meantime, just relax because everything here looks great. And also, I love [E2]Fonzie[/E2].",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the doctor's tone is professional, reassuring, an"
conv_16,Speaker 2,Buddy,[Turn 5] [SPEAKER] Speaker 1: [E2]Buddy[/E2]?,positive,0.9,"the speaker uses a term of endearment (""buddy""), indicating a friendly and informal tone, which suggests a positive emotional attribution toward the target."
conv_200,Speaker 4,Richard,[Turn 9] [SPEAKER] Speaker 4: It's not [E2]Richard[/E2]! Okay? It's this new guy and he's really good.,positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_342,Richard,Monica,[Turn 3] [SPEAKER] Speaker 1: [E1]Richard[/E1] told [E2]Monica[/E2] he wants to marry her!,positive,0.9,"the speaker uses language of romantic commitment, indicating a strong positive emotional attribution toward the target."
conv_274,Speaker 1,Gavin,"[Turn 15] [SPEAKER] Speaker 3: Sounds like you need to think about what you want, talk to [E2]Gavin[/E2], and you definitely should talk to Ross",neutral,0.9,"the speaker is providing advice and guidance, indicating a neutral emotional attribution. the speaker is not expressing personal feelings or opinions, but rather offering a neutral suggestion."
conv_217,Joey,Speaker 1,[Turn 2] [SPEAKER] Speaker 2: Of course! [E1]Joey[/E1] wouldn’t let you have one?,positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_3,Phoebe,Mike,"[Turn 3] [SPEAKER] Speaker 1: I just finished getting [E1]Phoebe[/E1] all dressed to meet [E2]Mike[/E2]'s parents. She's so nervous, it's so sweet!",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker describes phoebe's nervousness as ""so"
conv_297,Monica,Richard,"[Turn 6] [SPEAKER] Speaker 1: Mhm, maybe she used them with another boyfriend. Maybe [E2]Richard[/E2]!",negative,0.8,"the speaker is speculating about a person's past relationships, which can be perceived as gossip or judgmental. the tone is somewhat accusatory, implying that the person may have been unfaithful. this"
conv_722,Speaker 1,Janice,"[Turn 17] [SPEAKER] Speaker 1: Ok, [E2]Janice[/E2]. [E2]Janice[/E2]. You gotta give me [E2]Janice[/E2]. That wasn't about being picky.",negative,0.9,"the speaker uses language of criticism, blame, or rejection, indicating an unfavorable social bond and negative emotional attribution toward the target."
conv_276,Jo,Laurie,[Turn 15] [SPEAKER] Speaker 4: [E1]Jo[/E1]ey! I can’t believe you just did that!,negative,0.9,"the speaker uses a name, ""joey"", which is a term of endearment, and the sentence contains a strong emotional expression (""i can’t believe you just did that!""), indicating a strong negative emotional a"
conv_326,Sting,Speaker 2,[Turn 1] [SPEAKER] Speaker 1: You’re gonna love me so much. I got [E1]Sting[/E1] tickets!!,positive,0.9,"the speaker uses language of excitement, enthusiasm, and anticipation, indicating a positive emotional attribution toward the target."
conv_117,Speaker 3,Joey,[Turn 5] [SPEAKER] Speaker 1: I don’t know! [E2]Joey[/E2] hasn’t had this much trouble getting out words since we saw him in Macbeth!,negative,0.9,"the speaker uses language of frustration, confusion, or disappointment, indicating a negative emotional attribution toward the target."
conv_124,Speaker 1,Jen,"[Turn 6] [SPEAKER] Speaker 2: By the way, do you know who's moving back into town? Tom and Sue's daughter [E2]Jen[/E2].",neutral,0.9,"the speaker is sharing information about a person's return to town, which is a neutral topic. the speaker does not express any emotional tone or sentiment towards the person being discussed."
conv_957,Speaker 2,Ben,[Turn 4] [SPEAKER] Speaker 2: Yeah I know; he’s in [E2]Ben[/E2]’s class.,neutral,0.8,"the speaker is mentioning a shared acquaintance, indicating a social bond and a neutral emotional attribution."
conv_645,Speaker 1,Jill,"[Turn 6] [SPEAKER] Speaker 2, Speaker 1: [E2]Jill[/E2]?",positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_323,Speaker 3,Knicks,[Turn 13] [SPEAKER] Speaker 3: And the [E2]Knicks[/E2] rule all.,neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_124,Chandler,Speaker 2,"[Turn 15] [SPEAKER] Speaker 1: [E1]Chandler[/E1] is a complex fellow, one who is unlikely to take a wife.",neutral,0.9,"the speaker's tone is observational, and the language used is neutral, indicating a lack of emotional charge or interpersonal sentiment. the sentence does not contain elements of conflict, social reje"
conv_1042,Speaker 1,Carol,"[Turn 3] [SPEAKER] Speaker 1: The first time! No seriously, imagine if [E2]Carol[/E2] hadn’t realized she was a lesbian.",neutral,0.8,"the speaker uses a hypothetical scenario to make a point, which is a neutral tone. the mention of carol's sexual orientation is a sensitive topic, but the speaker's tone is not aggressive or offensive"
conv_757,Sue Angle,Speaker 3,"[Turn 20] [SPEAKER] Speaker 4: Phoebe, these are our friends, Tom and [E1]Sue Angle[/E1].",neutral,0.9,"the speaker introduces new individuals, tom and sue angle, without any emotional language or sentiment. the interaction appears to be a simple introduction or social gathering."
conv_701,Speaker 1,Emma,[Turn 24] [SPEAKER] Speaker 1: Ehm... Her name is [E2]Emma[/E2].,neutral,0.9,"the sentence is a simple statement of a name, without any emotional connotation or interpersonal sentiment. it lacks specific emotional charge or social interaction."
conv_489,Speaker 2,Ross,"[Turn 12] [SPEAKER] Speaker 2: Oh not-not so much. Umm, what-what do you, what do you mean is there something wrong with [E2]Ross[/E2]?",neutral,0.8,"the speaker uses language of uncertainty, hesitation, and questioning, indicating a lack of emotional charge or interpersonal sentiment. the speaker is seeking clarification, which suggests a neutral"
conv_297,Richard,Monica,[Turn 5] [SPEAKER] Speaker 2: I didn't know [E2]Monica[/E2] had these!,neutral,0.8,"the speaker uses language of surprise, curiosity, or inquiry, indicating a neutral emotional attribution toward the target."
conv_608,Althea,Speaker 5,[Turn 21] [SPEAKER] Speaker 3: Are you sure it was [E1]Althea[/E1]?!,neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_18,Joanna,Speaker 2,"[Turn 19] [SPEAKER] Speaker 2: Oh honey, this is his office too. I told you we're [E1]Joanna[/E1]'s two assistants.",positive,0.9,"the speaker uses language of affection, care, and intimacy, indicating a positive emotional attribution toward the target."
conv_847,Emma,Speaker 2,"[Turn 2] [SPEAKER] Speaker 2: Okay, well that's now the third sign that I should not leave [E1]Emma[/E1].",negative,0.8,"the speaker is expressing a sense of caution or hesitation, indicating a potential negative emotional attribution toward the subject (emma). the speaker is also using a self-referential phrase (""i sho"
conv_759,Speaker 1,Francis,"[Turn 1] [SPEAKER] Speaker 1: Okay. I have just a few questions to ask so I'm going to get out my official forms. Okay, so, question 1) You and uh, you were married to [E2]Francis[/E2]' daughter Lilly, is that correct?",neutral,0.8,"the speaker is asking questions in a formal and professional tone, indicating a neutral emotional attribution."
conv_895,Speaker 1,Scottish,[Turn 3] [SPEAKER] Speaker 1: Oh no thanks. I don’t like any thing from my [E2]Scottish[/E2] heritage.,negative,0.9,"the speaker expresses a negative sentiment towards their scottish heritage, indicating a negative emotional attribution towards the subject (scottish heritage)."
conv_96,Speaker 1,Rachel,[Turn 4] [SPEAKER] Speaker 3: You got [E2]Rachel[/E2] pregnant?!,negative,0.9,"the speaker's tone is shocked and accusatory, indicating a negative emotional attribution toward the subject."
conv_188,Speaker 4,Janice,"[Turn 12] [SPEAKER] Speaker 1: Why don't you ask Chandler, 'cause he's the one that fooled around with her. She told me you said you could really fall for her. Now is that true? Or are you just gettin' over [E2]Janice[/E2] by groping my sister.",negative,0.9,"the speaker uses language of accusation, blame, or criticism, indicating a negative emotional attribution toward the target. the speaker also implies a lack of trust and a sense of betrayal, further r"
conv_435,Speaker 1,Janine,"[Turn 9] [SPEAKER] Speaker 4: I am so over [E2]Janine[/E2]. I mean, yeah, at first I thought she was hot, but now she’s like OLD NEWS!",negative,0.95,"the speaker uses language of rejection, dismissal, and devaluation, indicating a negative emotional attribution toward the subject, janine. the speaker's tone is dismissive and critical, implying a la"
conv_804,Speaker 2,Rachel,"[Turn 2] [SPEAKER] Speaker 2: Yeah, I'm a friend of [E2]Rachel[/E2] Green's. Uhm, actually we met at the Christmas party about two years ago.",positive,0.8,"the speaker introduces themselves as a friend of rachel green's, indicating a positive social bond. the context of the christmas party suggests a casual, friendly interaction. the speaker's tone is ne"
conv_427,Speaker 1,Kathy,"[Turn 3] [SPEAKER] Speaker 1: All right, who keeps leaving old newspapers in the trash?! I really wanted to take [E2]Kathy[/E2] to this, I can’t believe I missed it.",negative,0.9,"the speaker expresses frustration and annoyance towards an unknown person for leaving old newspapers in the trash. the speaker's tone is critical and disapproving, indicating a negative emotional attr"
conv_643,Speaker 4,Richard,"[Turn 6] [SPEAKER] Speaker 1: Really, it doesn't mean anything. I mean, you know, Monica refers to Chandler as [E2]Richard[/E2] all the time!",positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_685,Monica,Speaker 1,[Turn 16] [SPEAKER] Speaker 2: Okay. You won’t believe what [E1]Monica[/E1]’s older brother just said to me!,neutral,0.8,"the speaker uses language of surprise, curiosity, or inquiry, indicating a neutral emotional attribution toward the target."
conv_892,Brittany,Joseph,"[Turn 11] [SPEAKER] Speaker 1: Well, see when you're acting you need to think about stuff like that. My character, [E2]Joseph[/E2] the processor guy, has two little girls, Ashley and [E1]Brittany[/E1]. Ashley copies everything [E1]Brittany[/E1] does.",neutral,0.9,"the dialogue is task-oriented, focusing on acting and character development. the speaker is providing advice and sharing personal information about their character. the tone is informative and neutral"
conv_615,Phoebe,Speaker 2,"[Turn 3] [SPEAKER] Speaker 1: I'm Ross, [E1]Phoebe[/E1]'s friend from the coffeehouse.",positive,0.9,"the speaker introduces themselves as a friend of phoebe's, indicating a social bond and a positive emotional attribution toward phoebe."
conv_129,Speaker 2,Kristen Lang,"[Turn 23] [SPEAKER] Speaker 3, Speaker 2: [E2]Kristen Lang[/E2].",neutral,0.9,"the sentence appears to be a simple statement of a person's name, without any emotional connotation or interpersonal context."
conv_721,Sergei,Speaker 1,"[Turn 1] [SPEAKER] Speaker 1: Anyway, I’m going out with [E1]Sergei[/E1] again tonight, and um, could you come and be the translator’s date? So that when we, it’s time for our alone time, you two could split off. Y'know, he’s really, he’s kinda cute.",positive,0.9,"the speaker is inviting someone to be a date for a translator, indicating a social bond and positive emotional attribution toward the target."
conv_139,Mary,Speaker 4,"[Turn 14] [SPEAKER] Speaker 4: Yeah, yeah, first there was my aunt [E1]Mary[/E1], and then there was umm, John, my mailman, and then my, my cowboy friend 'Albino Bob'.",neutral,0.8,"the speaker mentions a series of people, including an aunt, a mailman, and a cowboy friend, indicating a neutral or observational tone. there is no apparent emotional charge or interpersonal sentiment"
conv_45,Speaker 1,Ben,"[Turn 7] [SPEAKER] Speaker 3: Hello? Hey Mon, how’s the packing going? [E2]Ben[/E2]? He’s fine. Yeah, he’s right—Oh my God! Get your head of your shirt there son! What? Yeah, it’s a pumpkin. I’ll come pack.",positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_727,Emily,British,"[Turn 15] [SPEAKER] Speaker 1: And I love the milk! But, I’m not gonna some [E2]British[/E2] girl to move in with me! Joey, you say things now.",negative,0.9,"the speaker uses language of rejection, conflict, or hostility, indicating a negative emotional attribution toward the target."
conv_643,Mike,Speaker 1,"[Turn 10] [SPEAKER] Speaker 1: I'm sooo sorry!! I just... I keep thinking about [E1]Mike[/E1]! I'm crazy about David, and we're having so much fun together. Why-Why do I miss [E1]Mike[/E1]? That's-that's gonna go away, right?",negative,0.9,"the speaker expresses regret, self-doubt, and nostalgia for a past relationship, indicating a negative emotional attribution toward the target. the speaker's language is apologetic and self-critical,"
conv_196,Speaker 1,Alan,[Turn 20] [SPEAKER] Speaker 1: I'll meet somone else. There'll be other [E2]Alan[/E2]s.,negative,0.8,"the speaker is expressing a sense of resignation and acceptance, indicating a negative emotional attribution toward the target (alan)."
conv_192,Joey,Speaker 1,"[Turn 3] [SPEAKER] Speaker 1: Uh, well... [E1]Joey[/E1] and I broke up.",negative,0.9,"the speaker uses language of separation, rejection, or negative sentiment, indicating an unfavorable social bond and negative emotional attribution toward the target."
conv_576,Speaker 1,Monica,"[Turn 6] [SPEAKER] Speaker 2: Ohh, of course [E2]Monica[/E2]’s brother!",positive,0.9,"the speaker uses language of affection, familiarity, or endearment, indicating a positive social bond and positive emotional attribution toward the target."
conv_438,Speaker 2,Rachel,[Turn 2] [SPEAKER] Speaker 2: Sorry! I'm just—I'm not very good at this! I'm a terrible liar and I hate having to lie to [E2]Rachel[/E2]!,negative,0.8,"the speaker is expressing regret and self-doubt, indicating a negative emotional attribution toward themselves. the speaker also mentions lying to rachel, which implies a negative emotional attributio"
conv_227,Speaker 3,Tommy,"[Turn 6] [SPEAKER] Speaker 3: Look. Look, I wasn't going to say anything to you, but... All right, I don't think you should be seeing [E2]Tommy[/E2] anymore.",negative,0.9,"the speaker uses language of criticism, disapproval, or warning, indicating a negative emotional attribution toward the target."
conv_298,Chandler,Mr. Chandler,[Turn 2] [SPEAKER] Speaker 2: More turkey Mr. [E1]Chandler[/E1]?,positive,0.8,"the speaker uses a formal address (""mr."") and a name (""chandler""), indicating a level of familiarity and respect. the request for ""more turkey"" is a neutral topic, and the tone is polite."
conv_752,Chandler,Speaker 1,"[Turn 13] [SPEAKER] Speaker 2: Oh. Well uh, you not being able to talk may make this easier. Listen umm… Listen I don’t wanna be someone who comes between two best friends. I just, I can’t stand seeing what this is doing to you guys, and I don’t wanna be the cause of that. So, I don’t think we can see each other anymore. I’m gonna go to my mom’s in Chicago, I’m gonna stay there for awhile. I think this could’ve be something really amazing, but y’know this is probably for the best. Y’know? I’m gonna miss you. Good-bye, [E1]Chandler[/E1].",positive,0.8,"the speaker expresses regret, empathy, and a desire to avoid causing harm to the other person, indicating a positive emotional attribution. the speaker also acknowledges the potential for a positive o"
conv_342,Richard,Monica,[Turn 3] [SPEAKER] Speaker 1: [E1]Richard[/E1] told [E2]Monica[/E2] he wants to marry her!,positive,0.9,"the speaker uses language of romantic commitment, indicating a strong positive emotional attribution toward the target."
conv_200,Speaker 4,Pottery Barn,"[Turn 8] [SPEAKER] Speaker 3: Rach, Phoebe hates [E2]Pottery Barn[/E2].",negative,0.9,"the speaker uses a negative sentiment towards pottery barn, which is an object, indicating a negative emotional attribution towards the object."
conv_847,Monica,Speaker 1,"[Turn 9] [SPEAKER] Speaker 1: Hey, you only heard [E1]Monica[/E1]'s side of that. That little fatso was a terror.",negative,0.9,"the speaker uses derogatory language (""little fatso"") and makes a personal attack, indicating a negative emotional attribution toward the subject."
conv_195,Ursula,Malcom,"[Turn 6] [SPEAKER] Speaker 4: Umm, not feeling better 'bout [E2]Malcom[/E2].",negative,0.8,"the speaker expresses uncertainty and discomfort about malcolm, indicating a negative emotional attribution."
conv_315,Speaker 2,Phoebe,[Turn 6] [SPEAKER] Speaker 2: [E2]Phoebe[/E2] moved out.,neutral,0.8,"the sentence lacks specific emotional charge or interpersonal sentiment, and the context is not provided. it appears to be a simple statement about a person's relocation."
conv_164,Gary,Speaker 2,[Turn 3] [SPEAKER] Speaker 3: Phoebe! It's 6 o'clock in the morning! Why aren't you at [E1]Gary[/E1]'s?,negative,0.8,"the speaker uses a tone of surprise, annoyance, or frustration, indicating a negative emotional attribution toward the target."
conv_342,Speaker 2,Monica,[Turn 3] [SPEAKER] Speaker 1: Richard told [E2]Monica[/E2] he wants to marry her!,positive,0.9,"the speaker uses language of romantic interest, commitment, or proposal, indicating a strong positive emotional attribution toward the target."
conv_958,Speaker 2,duck,"[Turn 8] [SPEAKER] Speaker 2: Oh, he's in the back. The [E2]duck[/E2] pissed him off, said that eggs came first.",negative,0.8,"the speaker uses language of frustration, annoyance, or irritation, indicating a negative emotional attribution toward the target."
conv_140,Speaker 3,Stuart,"[Turn 8] [SPEAKER] Speaker 1: You invite my brother, you invite my whole family, and not me?! Why?! What—Why wouldn’t you want me at your wedding? What could I have possibly done?! [E2]Stuart[/E2]!",negative,0.95,"the speaker uses language of exclusion, rejection, and accusation, indicating a strong negative emotional attribution toward the target. the speaker's tone is confrontational and hurt, implying a deep"
conv_286,Uncle Lenny,Speaker 1,"[Turn 7] [SPEAKER] Speaker 1: Yeah, tell that to my [E1]Uncle Lenny[/E1].",positive,0.8,"the speaker uses a family member (uncle lenny) as a reference, which implies a sense of familiarity and closeness. the tone is informal, and the speaker seems to be sharing a personal anecdote. this s"
conv_489,Speaker 2,Ross,"[Turn 16] [SPEAKER] Speaker 2: No! No I, no [E2]Ross[/E2] is not a geek!",negative,0.9,"the speaker uses a strong negative tone, with the word ""no"" repeated twice, indicating a strong rejection or denial. this suggests a negative emotional attribution between the speaker and the target,"
conv_316,Lizzie,Speaker 2,"[Turn 3] [SPEAKER] Speaker 1: Yeah. But then I changed my mind. I’m funny like that. So I told [E1]Lizzie[/E1], now I’m telling you, I don’t want you seeing my daughter anymore.",negative,0.9,"the speaker uses language of rejection, exclusion, or hostile intent, indicating a negative emotional attribution toward the target."
conv_58,Aunt Syl,Uncle Freddie,"[Turn 1] [SPEAKER] Speaker 1: [E1]Aunt Syl[/E1], stop yelling! All I'm saying is that if you had told me vegetarian lasagna, I would have made vegetarian lasagna. Well, the meat's only every third layer, maybe you could scrape.",negative,0.9,"the interaction contains elements of conflict, social rejection, or hostile intent, establishing a negative emotional attribution between the parties."
conv_276,Ross,Speaker 3,[Turn 8] [SPEAKER] Speaker 1: That's not [E1]Ross[/E1]!,neutral,0.8,"the speaker is addressing someone, but the context is unclear. there is no emotional language used, and the tone is neutral."
conv_43,Charlie,Speaker 1,[Turn 2] [SPEAKER] Speaker 2: I've come here to apologize. I think I may have let my feelings for [E1]Charlie[/E1] interfere with the interview process.,positive,0.9,"the speaker uses language of apology, self-reflection, and acknowledgment of potential bias, indicating a willingness to take responsibility and make amends. this suggests a positive emotional attribu"
conv_50,Emma,Hugsy,"[Turn 1] [SPEAKER] Speaker 1: I'm trying to put [E1]Emma[/E1] down for a nap, have you seen [E2]Hugsy[/E2]?",neutral,0.8,"the speaker is asking about the location of a pet, which is a neutral topic. the tone is polite and inquiring, indicating a neutral emotional attribution."
conv_357,Mike,Speaker 5,"[Turn 6] [SPEAKER] Speaker 4: Hey, you're [E1]Mike[/E1]'s parents, right?",neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_545,Speaker 1,Ben,[Turn 1] [SPEAKER] Speaker 1: And here's little [E2]Ben[/E2] nodding off...,neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_788,Speaker 2,Joey,"[Turn 15] [SPEAKER] Speaker 1: Honey I can’t even imagine how hard this must be for you. But, I don’t want you to lose [E2]Joey[/E2] over it. And right now he just needs to know that you’re still his friend.",positive,0.95,"the speaker uses language of empathy, understanding, and support, indicating a positive emotional attribution toward the target. the speaker acknowledges the difficulty of the situation and expresses"
conv_276,Kip,Speaker 3,[Turn 14] [SPEAKER] Speaker 2: Who cares? You're Rachel! Who's [E1]Kip[/E1]?,negative,0.8,"the speaker uses a sarcastic tone and a dismissive phrase (""who cares?""), indicating a negative emotional attribution toward the target. the speaker also uses a name (""rachel"") to establish a sense of"
conv_331,Jamie,Speaker 2,"[Turn 14] [SPEAKER] Speaker 3: Well, [E1]Jamie[/E1] was the name of Susan's first girlfriend, so we went back to Jordie.",neutral,0.8,"the speaker mentions a specific person (jamie) and a context (susan's first girlfriend), which implies a personal connection or shared experience. the tone is neutral, without any apparent emotional c"
conv_262,Joseph Stalin,Russian,[Turn 3] [SPEAKER] Speaker 1: Apparently he was this [E2]Russian[/E2] dictator who slaughtered all these people. You'd think you would've known that!,negative,0.9,"the speaker is discussing a historical event, using a tone of disapproval and moral outrage. the use of the word ""slaughtered"" implies a strong negative emotional attribution toward the subject."
conv_760,Speaker 3,Colin,"[Turn 11] [SPEAKER] Speaker 3: Ross, are you there? Ross, I don’t know if you can hear this but… I’m gonna talk anyway, uh, I’m in the States with you sister and your friends and it’s all over with [E2]Colin[/E2]. I came here to tell you that, and to tell you—Yes, Joey you can have all the chocolate you want, just take it! Uh, I came here to tell you that I love you.",positive,0.95,"the speaker uses language of affection, intimacy, and vulnerability, indicating a strong positive emotional attribution toward the subject. the speaker also expresses a desire to connect with the subj"
conv_721,Sergei,Speaker 1,"[Turn 19] [SPEAKER] Speaker 1: Yeah but, Mischa is so interested in you, that [E1]Sergei[/E1] and I haven’t been able to say two words to each other.",negative,0.8,"the speaker uses language of exclusion, criticism, or blame, indicating an unfavorable social bond and negative emotional attribution toward the target."
conv_89,Mindy,Speaker 2,"[Turn 9] [SPEAKER] Speaker 1: And [E1]Mindy[/E1], your maid of...?",positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_89,Mindy,Speaker 2,"[Turn 9] [SPEAKER] Speaker 1: And [E1]Mindy[/E1], your maid of...?",positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_50,Emma,Hugsy,[Turn 19] [SPEAKER] Speaker 1: Are you gonna... you're going to take [E2]Hugsy[/E2] away from a little child?,positive,0.9,"the speaker's tone and language convey a sense of empathy, concern, and protection towards the child, indicating a positive emotional attribution towards the subject (the child)."
conv_473,Chandler,Speaker 2,[Turn 3] [SPEAKER] Speaker 1: Listen...I need to know that what I'm about to ask you will never get back to [E1]Chandler[/E1].,positive,0.9,"the speaker is asking for confidentiality, which implies a level of trust and intimacy. the speaker is also addressing the listener directly, which suggests a personal connection. the tone is serious"
conv_29,Chandler,Speaker 2,"[Turn 5] [SPEAKER] Speaker 1: I’m just saying, get his number just in case. But no [E1]Chandler[/E1] is in an accident and can’t perform sexually and he would want you to take a lover to satisfy the needs that he can no longer fulfill.",positive,0.9,"the speaker is suggesting that the subject take a lover to fulfill their sexual needs, implying a sense of vulnerability and intimacy. the tone is empathetic and understanding, indicating a positive e"
conv_202,Michelle,Speaker 1,"[Turn 12] [SPEAKER] Speaker 4: [E1]Michelle[/E1]! Of course, it was [E1]Michelle[/E1]! Did it sound like [E1]Michelle[/E1]?",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_957,Speaker 2,Ben,[Turn 1] [SPEAKER] Speaker 1: Hey Ross! Doesn’t [E2]Ben[/E2] go to the Smithfield Day School?,neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
